DFC_ANIO_PK;DFC_DESCRIPCION_MES;CODIGO_OPERA_FAMILIA;DESCRIPCION_FAMILIA;DESCRIPCION_PROVINCIA;TOTAL
2018;01 Enero;F;CONSTRUCCIÓN.;SANTO DOMINGO DE LOS TSACHILAS;18
2018;02 Febrero;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CARCHI;1
2018;09 Septiembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ORELLANA;19
2018;05 Mayo;J;INFORMACIÓN Y COMUNICACIÓN.;ZAMORA CHINCHIPE;3
2018;05 Mayo;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;TUNGURAHUA;1
2018;03 Marzo;S;OTRAS ACTIVIDADES DE SERVICIOS.;ZAMORA CHINCHIPE;40
2018;10 Octubre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ZAMORA CHINCHIPE;6
2018;09 Septiembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;ZAMORA CHINCHIPE;20
2018;09 Septiembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;NAPO;11
2018;03 Marzo;S;OTRAS ACTIVIDADES DE SERVICIOS.;CAÑAR;31
2018;11 Noviembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ZAMORA CHINCHIPE;15
2018;01 Enero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;EL ORO;4
2018;08 Agosto;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ZAMORA CHINCHIPE;14
2018;03 Marzo;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;TUNGURAHUA;1
2018;02 Febrero;C;INDUSTRIAS MANUFACTURERAS.;ESMERALDAS;10
2018;09 Septiembre;L;ACTIVIDADES INMOBILIARIAS.;SANTA ELENA;11
2018;05 Mayo;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;SUCUMBIOS;10
2018;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;CARCHI;4
2018;09 Septiembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SANTA ELENA;3
2018;01 Enero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;NAPO;5
2018;01 Enero;C;INDUSTRIAS MANUFACTURERAS.;PASTAZA;5
2018;08 Agosto;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;PICHINCHA;10
2018;05 Mayo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;IMBABURA;8
2018;06 Junio;P;ENSEÑANZA.;LOJA;9
2018;11 Noviembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;PICHINCHA;4
2018;08 Agosto;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;ORELLANA;5
2018;02 Febrero;J;INFORMACIÓN Y COMUNICACIÓN.;PASTAZA;3
2018;08 Agosto;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";GUAYAS;12
2018;02 Febrero;F;CONSTRUCCIÓN.;CAÑAR;2
2018;01 Enero;C;INDUSTRIAS MANUFACTURERAS.;SANTA ELENA;21
2018;02 Febrero;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;COTOPAXI;1
2018;05 Mayo;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;LOJA;2
2018;12 Diciembre;J;INFORMACIÓN Y COMUNICACIÓN.;LOS RIOS;6
2018;03 Marzo;C;INDUSTRIAS MANUFACTURERAS.;PASTAZA;8
2018;08 Agosto;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;MANABI;13
2018;01 Enero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";AZUAY;2
2018;10 Octubre;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;TUNGURAHUA;2
2018;10 Octubre;F;CONSTRUCCIÓN.;CARCHI;8
2018;03 Marzo;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;MANABI;3
2018;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CHIMBORAZO;72
2018;02 Febrero;D;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.;GUAYAS;1
2018;02 Febrero;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;SUCUMBIOS;7
2018;11 Noviembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";MORONA SANTIAGO;1
2018;11 Noviembre;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;GUAYAS;22
2018;03 Marzo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";CHIMBORAZO;5
2018;06 Junio;L;ACTIVIDADES INMOBILIARIAS.;LOS RIOS;4
2018;04 Abril;H;TRANSPORTE Y ALMACENAMIENTO.;SANTA ELENA;7
2018;11 Noviembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;SUCUMBIOS;2
2018;06 Junio;P;ENSEÑANZA.;NAPO;1
2018;10 Octubre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;MORONA SANTIAGO;3
2018;01 Enero;P;ENSEÑANZA.;SANTA ELENA;18
2018;07 Julio;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;IMBABURA;2
2018;02 Febrero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";MANABI;10
2018;01 Enero;F;CONSTRUCCIÓN.;BOLIVAR;5
2018;11 Noviembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;ZAMORA CHINCHIPE;14
2018;02 Febrero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";CHIMBORAZO;6
2018;11 Noviembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;SANTA ELENA;27
2018;09 Septiembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;ZAMORA CHINCHIPE;15
2018;11 Noviembre;C;INDUSTRIAS MANUFACTURERAS.;PASTAZA;8
2018;02 Febrero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;CAÑAR;16
2018;02 Febrero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;LOS RIOS;5
2018;06 Junio;F;CONSTRUCCIÓN.;IMBABURA;13
2018;02 Febrero;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CARCHI;3
2018;02 Febrero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;TUNGURAHUA;9
2018;08 Agosto;J;INFORMACIÓN Y COMUNICACIÓN.;SANTO DOMINGO DE LOS TSACHILAS;8
2018;11 Noviembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;SANTA ELENA;25
2018;01 Enero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";IMBABURA;1
2018;11 Noviembre;J;INFORMACIÓN Y COMUNICACIÓN.;LOJA;19
2018;02 Febrero;C;INDUSTRIAS MANUFACTURERAS.;NAPO;5
2018;10 Octubre;J;INFORMACIÓN Y COMUNICACIÓN.;CHIMBORAZO;7
2018;02 Febrero;F;CONSTRUCCIÓN.;IMBABURA;15
2018;03 Marzo;P;ENSEÑANZA.;NAPO;3
2018;02 Febrero;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;GALAPAGOS;3
2018;07 Julio;P;ENSEÑANZA.;ZAMORA CHINCHIPE;5
2018;04 Abril;J;INFORMACIÓN Y COMUNICACIÓN.;PASTAZA;1
2018;08 Agosto;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;NAPO;25
2018;03 Marzo;C;INDUSTRIAS MANUFACTURERAS.;BOLIVAR;8
2018;09 Septiembre;P;ENSEÑANZA.;SANTO DOMINGO DE LOS TSACHILAS;10
2018;03 Marzo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;NAPO;1
2018;10 Octubre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";MORONA SANTIAGO;5
2018;09 Septiembre;J;INFORMACIÓN Y COMUNICACIÓN.;AZUAY;4
2018;05 Mayo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;CARCHI;3
2018;06 Junio;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CARCHI;5
2018;09 Septiembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;NAPO;4
2018;07 Julio;9;VERIFICAR;GUAYAS;1
2018;09 Septiembre;C;INDUSTRIAS MANUFACTURERAS.;ORELLANA;5
2018;12 Diciembre;H;TRANSPORTE Y ALMACENAMIENTO.;PASTAZA;5
2018;09 Septiembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;PICHINCHA;8
2018;01 Enero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";NAPO;2
2018;12 Diciembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;PASTAZA;1
2018;12 Diciembre;C;INDUSTRIAS MANUFACTURERAS.;ORELLANA;9
2018;03 Marzo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;ZAMORA CHINCHIPE;2
2018;11 Noviembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ZAMORA CHINCHIPE;4
2018;08 Agosto;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";MANABI;1
2018;08 Agosto;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;MORONA SANTIAGO;14
2018;05 Mayo;L;ACTIVIDADES INMOBILIARIAS.;SUCUMBIOS;3
2018;04 Abril;F;CONSTRUCCIÓN.;ORELLANA;4
2018;03 Marzo;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;PASTAZA;1
2018;07 Julio;J;INFORMACIÓN Y COMUNICACIÓN.;CARCHI;7
2018;08 Agosto;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;TUNGURAHUA;10
2018;06 Junio;C;INDUSTRIAS MANUFACTURERAS.;PASTAZA;5
2018;01 Enero;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";GUAYAS;4
2018;06 Junio;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;NAPO;1
2018;09 Septiembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";BOLIVAR;14
2018;05 Mayo;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;CHIMBORAZO;1
2018;02 Febrero;L;ACTIVIDADES INMOBILIARIAS.;BOLIVAR;3
2018;03 Marzo;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;LOJA;2
2018;12 Diciembre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;BOLIVAR;2
2018;08 Agosto;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;SUCUMBIOS;7
2018;07 Julio;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;MANABI;1
2018;04 Abril;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;CARCHI;12
2018;11 Noviembre;C;INDUSTRIAS MANUFACTURERAS.;ORELLANA;7
2018;07 Julio;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;LOS RIOS;4
2018;07 Julio;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;PASTAZA;7
2018;08 Agosto;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";ESMERALDAS;1
2018;06 Junio;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;NAPO;3
2018;06 Junio;C;INDUSTRIAS MANUFACTURERAS.;MORONA SANTIAGO;2
2018;11 Noviembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;GALAPAGOS;9
2018;01 Enero;P;ENSEÑANZA.;SUCUMBIOS;5
2018;02 Febrero;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;LOJA;3
2018;05 Mayo;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;ZAMORA CHINCHIPE;1
2018;04 Abril;J;INFORMACIÓN Y COMUNICACIÓN.;GALAPAGOS;1
2018;11 Noviembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;SUCUMBIOS;1
2018;05 Mayo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;CARCHI;4
2018;07 Julio;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;SANTA ELENA;5
2018;07 Julio;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";ORELLANA;5
2018;01 Enero;J;INFORMACIÓN Y COMUNICACIÓN.;SANTA ELENA;1
2018;01 Enero;P;ENSEÑANZA.;ZAMORA CHINCHIPE;2
2018;03 Marzo;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";ORELLANA;1
2018;02 Febrero;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";CAÑAR;1
2018;08 Agosto;U;ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES.;PICHINCHA;1
2018;04 Abril;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;CAÑAR;3
2018;02 Febrero;J;INFORMACIÓN Y COMUNICACIÓN.;CHIMBORAZO;4
2018;09 Septiembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;COTOPAXI;3
2018;01 Enero;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;GUAYAS;28
2018;09 Septiembre;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;TUNGURAHUA;2
2018;10 Octubre;R;ARTES, ENTRETENIMIENTO Y RECREACIÓN.;BOLIVAR;2
2018;11 Noviembre;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";ZAMORA CHINCHIPE;1
2018;02 Febrero;H;TRANSPORTE Y ALMACENAMIENTO.;NAPO;1
2018;04 Abril;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";ZAMORA CHINCHIPE;1
2018;12 Diciembre;P;ENSEÑANZA.;NAPO;2
2018;01 Enero;J;INFORMACIÓN Y COMUNICACIÓN.;COTOPAXI;4
2018;10 Octubre;D;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.;IMBABURA;1
2018;10 Octubre;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;CARCHI;1
2018;02 Febrero;D;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.;PICHINCHA;1
2018;05 Mayo;F;CONSTRUCCIÓN.;CARCHI;1
2018;06 Junio;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";MANABI;2
2018;04 Abril;J;INFORMACIÓN Y COMUNICACIÓN.;CAÑAR;1
2018;07 Julio;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;COTOPAXI;5
2018;08 Agosto;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;COTOPAXI;1
2018;01 Enero;V;SIN ACTIVIDAD ECONOMICA - CIIU;PICHINCHA;3
2018;11 Noviembre;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SUCUMBIOS;3
2018;05 Mayo;V;SIN ACTIVIDAD ECONOMICA - CIIU;MANABI;1
2018;11 Noviembre;P;ENSEÑANZA.;MORONA SANTIAGO;1
2018;04 Abril;J;INFORMACIÓN Y COMUNICACIÓN.;LOS RIOS;1
2018;10 Octubre;P;ENSEÑANZA.;MORONA SANTIAGO;2
2018;06 Junio;J;INFORMACIÓN Y COMUNICACIÓN.;PASTAZA;1
2018;10 Octubre;V;SIN ACTIVIDAD ECONOMICA - CIIU;COTOPAXI;1
2018;04 Abril;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;GALAPAGOS;1
2018;09 Septiembre;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";GUAYAS;1
2018;01 Enero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;ZAMORA CHINCHIPE;1
2018;09 Septiembre;W;BAJO RELACION DE DEPENDENCIA SECTOR PRIVADO;ESMERALDAS;1
2018;09 Septiembre;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;GALAPAGOS;2
2018;03 Marzo;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;SUCUMBIOS;1
2018;04 Abril;P;ENSEÑANZA.;GALAPAGOS;1
2018;10 Octubre;P;ENSEÑANZA.;GALAPAGOS;2
2018;09 Septiembre;V;SIN ACTIVIDAD ECONOMICA - CIIU;GALAPAGOS;91
2018;09 Septiembre;V;SIN ACTIVIDAD ECONOMICA - CIIU;BOLIVAR;328
2018;07 Julio;V;SIN ACTIVIDAD ECONOMICA - CIIU;LOJA;1
2018;12 Diciembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;MANABI;1
2018;07 Julio;U;ACTIVIDADES DE ORGANIZACIONES Y ÓRGANOS EXTRATERRITORIALES.;MANABI;1
2018;01 Enero;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;LOJA;1
2018;07 Julio;K;ACTIVIDADES FINANCIERAS Y DE SEGUROS.;ESMERALDAS;2
2018;05 Mayo;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";PICHINCHA;4
2018;08 Agosto;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";IMBABURA;1
2018;09 Septiembre;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";NAPO;1
2018;06 Junio;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";LOJA;1
2018;07 Julio;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";CARCHI;2
2018;03 Marzo;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";AZUAY;2
2018;06 Junio;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";AZUAY;1
2018;10 Octubre;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";TUNGURAHUA;2
2018;11 Noviembre;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";COTOPAXI;1
2018;02 Febrero;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";MANABI;1
2018;01 Enero;O;"ADMINISTRACIÓN PÚBLICA Y DEFENSA; PLANES DE SEGURIDAD SOCIAL DE AFILIACIÓN OBLIGATORIA.";EL ORO;1
2018;11 Noviembre;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";AZUAY;1
2018;02 Febrero;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";LOJA;1
2018;07 Julio;E;"DISTRIBUCIÓN DE AGUA; ALCANTARILLADO, GESTIÓN DE DESECHOS Y ACTIVIDADES DE SANEAMIENTO.";SUCUMBIOS;1
2018;07 Julio;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;BOLIVAR;3
2018;12 Diciembre;B;EXPLOTACIÓN DE MINAS Y CANTERAS.;BOLIVAR;1
2018;09 Septiembre;D;SUMINISTRO DE ELECTRICIDAD, GAS, VAPOR Y AIRE ACONDICIONADO.;GUAYAS;1
2018;11 Noviembre;9;VERIFICAR;;1
2018;08 Agosto;L;ACTIVIDADES INMOBILIARIAS.;AZUAY;40
2018;08 Agosto;L;ACTIVIDADES INMOBILIARIAS.;PICHINCHA;117
2018;04 Abril;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";AZUAY;173
2018;03 Marzo;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";AZUAY;174
2018;11 Noviembre;S;OTRAS ACTIVIDADES DE SERVICIOS.;AZUAY;193
2018;06 Junio;C;INDUSTRIAS MANUFACTURERAS.;AZUAY;37
2018;03 Marzo;H;TRANSPORTE Y ALMACENAMIENTO.;AZUAY;31
2018;01 Enero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;AZUAY;28
2018;11 Noviembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;GUAYAS;355
2018;12 Diciembre;L;ACTIVIDADES INMOBILIARIAS.;AZUAY;33
2018;08 Agosto;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;AZUAY;758
2018;08 Agosto;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";AZUAY;3467
2018;10 Octubre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;ZAMORA CHINCHIPE;104
2018;02 Febrero;P;ENSEÑANZA.;MORONA SANTIAGO;2
2018;02 Febrero;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";AZUAY;157
2018;11 Noviembre;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;AZUAY;103
2018;02 Febrero;X;BAJO RELACION DE DEPENDENCIA SECTOR PUBLICO;AZUAY;2
2018;04 Abril;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;AZUAY;57
2018;05 Mayo;L;ACTIVIDADES INMOBILIARIAS.;MORONA SANTIAGO;6
2018;08 Agosto;P;ENSEÑANZA.;AZUAY;57
2018;07 Julio;C;INDUSTRIAS MANUFACTURERAS.;SANTO DOMINGO DE LOS TSACHILAS;285
2018;01 Enero;C;INDUSTRIAS MANUFACTURERAS.;PICHINCHA;200
2018;08 Agosto;F;CONSTRUCCIÓN.;GUAYAS;3620
2018;04 Abril;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;GUAYAS;174
2018;11 Noviembre;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;AZUAY;101
2018;09 Septiembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CAÑAR;481
2018;08 Agosto;T;"ACTIVIDADES DE LOS HOGARES COMO EMPLEADORES; ACTIVIDADES NO DIFERENCIADAS DE LOS HOGARES COMO PRODUCTORES DE BIENES Y SERVICIOS PARA USO PROPIO.";AZUAY;36
2018;12 Diciembre;M;ACTIVIDADES PROFESIONALES, CIENTÍFICAS Y TÉCNICAS.;PICHINCHA;655
2018;04 Abril;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";MORONA SANTIAGO;38
2018;07 Julio;H;TRANSPORTE Y ALMACENAMIENTO.;CAÑAR;87
2018;10 Octubre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";CAÑAR;119
2018;07 Julio;A;AGRICULTURA, GANADERÍA,  SILVICULTURA Y PESCA.;CAÑAR;157
2018;01 Enero;Q;ACTIVIDADES DE ATENCIÓN DE LA SALUD HUMANA Y DE ASISTENCIA SOCIAL.;PICHINCHA;188
2018;07 Julio;H;TRANSPORTE Y ALMACENAMIENTO.;PICHINCHA;2860
2018;08 Agosto;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;PICHINCHA;3285
2018;05 Mayo;F;CONSTRUCCIÓN.;SANTO DOMINGO DE LOS TSACHILAS;16
2018;12 Diciembre;G;"COMERCIO AL POR MAYOR Y AL POR MENOR; REPARACIÓN DE VEHÍCULOS AUTOMOTORES Y MOTOCICLETAS.";EL ORO;403
2018;05 Mayo;N;ACTIVIDADES DE SERVICIOS ADMINISTRATIVOS Y DE APOYO.;AZUAY;51
2018;02 Febrero;I;ACTIVIDADES DE ALOJAMIENTO Y DE SERVICIO DE COMIDAS.;AZUAY;40
